"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","2.017597863","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2025","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.7234088","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2025","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","98.0312955","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2025","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".155477949","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".241985935","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2025","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.66484827","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2025","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","97.79464621","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2025","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-1.191145947","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-1.520918786","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2025","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.1189","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2025","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","99.30499453","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2025","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-1.064919891","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-2.212774521","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2025","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.52920517","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2025","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","101.5521138","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2025","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-1.431128456","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-.679607948","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","28-Feb-2025","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","39.08861344","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","28-Feb-2025","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","102.2469925","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","28-Feb-2025","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-.769351514","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","28-Feb-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-1.744092826","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2025","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","39.39167388","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2025","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","104.0619292","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2025","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".615099743","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2025","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".382484066","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","39.15085706","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","103.6654254","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".679380433","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".624079186","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.88666864","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","103.0224835","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","1.609875185","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","2.228177466","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.27056039","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","100.7769933","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","1.131981474","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","2.164879648","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.84219376","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","98.64152303","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-.817249257","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-1.488974859","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.1540071","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","100.1324703","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-1.455906705","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-1.351628523","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.7177007","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","101.5044332","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-.31272268","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","1.438768671","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.83915956","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","100.0647332","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-.932692883","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-.619364502","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","39.20482013","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","100.6883611","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-.230739157","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-3.596263055","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","39.29549021","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","104.4444586","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","1.114496105","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".335836576","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.86237061","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","104.09487","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".176576283","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","1.957261508","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","29-Feb-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.79386983","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","29-Feb-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","102.0965731","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","29-Feb-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".988172037","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","29-Feb-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".336454281","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2024","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","38.41427075","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2024","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","101.7542166","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2024","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","1.246337572","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jan-2024","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","2.962301834","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.94139292","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","98.82667231","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-.123476124","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Dec-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".560805356","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.9882994","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","98.27553783","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-3.030703226","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Nov-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-.244704581","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","39.17559543","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","98.51661249","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","6.49304709","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Oct-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","7.398683475","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","36.78699831","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","91.72981391","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".180147216","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Sep-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","1.875987197","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","36.72084672","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","90.04066261","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-2.850111707","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Aug-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-1.687853796","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.79813582","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","91.58650898","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","1.292722315","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Jul-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","4.397896746","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.31574683","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","87.72830855","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".918606006","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Jun-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes",".455972686","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","36.97608232","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","87.33010711","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes",".527786622","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-May-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","2.066156941","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","36.7819521","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","85.56225661","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-2.117893017","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","30-Apr-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-.05030705","Percent","Normal","","40","REER : Percentage Change over Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2023","TS_GP_ER_REERNEER_M.N00010","a. NEER (Base 2010=100)","37.57780991","Index","Normal","","10","Nominal Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2023","TS_GP_ER_REERNEER_M.R00010","b. REER (Base 2010=100)","85.60532212","Index","Normal","","20","Real Effective Exchange Rate Base 2010"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2023","TS_GP_ER_REERNEER_M.N00020","c. NEER (Base 2010=100):  MOM Changes","-4.356757305","Percent","Normal","","30","NEER : Percentage Change over  Month"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","31-Mar-2023","TS_GP_ER_REERNEER_M.R00020","d. REER (Base 2010=100): MOM Changes","-1.022177668","Percent","Normal","","40","REER : Percentage Change over Month"
