"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2020","2421.721535","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2020","2332.147257","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2020","2284.10714","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2020","2285.022573","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2020","2096.213734","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2020","2764.960828","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2020","2473.27","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2020","1865.23","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2020","1785.1","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2020","1904.68","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","29-Feb-2020","1824.83","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2020","1906.98","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2019","2097.07","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2019","1821.45","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2019","2001.22","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2019","1740.25","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2019","1683.95","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2019","2028.28","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2019","1636.37","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2019","2302.02","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2019","1770.17","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2019","1733.5","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2019","1573.68","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2019","1735.85","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2018","1740.54","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2018","1657","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2018","2052.55","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2018","1480.3","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2018","2083.08","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2018","1974.35","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2018","1627.65","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2018","1804.08","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2018","1678.87","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2018","1803.6","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2018","1473.07","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2018","1662.25","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2017","1745.75","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2017","1596.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2017","1677.02","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2017","1314.1","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2017","1975.04","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2017","1555.65","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2017","1840.28","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2017","1867.15","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2017","1538.94","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2017","1694.49","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2017","1417.06","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2017","1488.37","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2016","1585.37","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2016","1618.35","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2016","1561.02","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2016","1612.36","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2016","1767.73","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2016","1360.28","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2016","2073.08","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2016","1799.43","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2016","1656.46","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2016","1711.15","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","29-Feb-2016","1521.92","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2016","1466.38","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2015","1616.13","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2015","1565.19","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2015","1541.21","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2015","1775.15","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2015","1527.19","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2015","1663.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2015","1821.68","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2015","1663.32","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2015","1640.05","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2015","1608.51","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2015","1420.54","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2015","1403.74","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2014","1634.06","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2014","1343.76","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2014","1409.22","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2014","1748.49","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2014","1350.86","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2014","1675.77","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2014","1499.33","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2014","1440.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2014","1311.85","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2014","1337.89","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2014","1209.77","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2014","1245.97","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2013","1384.94","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2013","1130.41","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2013","1348.03","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2013","1284.22","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2013","1240.14","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2013","1404.69","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2013","1166.19","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2013","1185.65","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2013","1215.9","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2013","1119.15","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2013","1028.38","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2013","1089.64","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2012","1134.7","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2012","1017.83","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2012","1365.1","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2012","1135.42","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2012","1258.98","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2012","1204.71","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2012","1117.52","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2012","1192.11","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2012","1141.02","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2012","1143.18","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","29-Feb-2012","1156.81","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2012","1110.64","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2011","1085.35","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2011","924.92","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2011","1017.87","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2011","890.42","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2011","1310.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2011","1096.31","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2011","1104.56","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2011","1049.8","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2011","1030.43","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2011","1052.9","Million USD","Normal",""
