"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","30-Jun-2019",".5","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","31-Mar-2019","1.23","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","31-Dec-2018","1.16","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","30-Sep-2018",".88","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","30-Jun-2018","4.12","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","31-Mar-2018","3.91","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","31-Dec-2017","3.18","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","30-Sep-2017","4.28","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","30-Jun-2017","3.64","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","31-Mar-2017","2.81","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","31-Dec-2016",".49","Percent","Normal",""
"Quarterly GDP at Constant Basic Prices of 2015-16","TS_GP_RS_QGDP1516_Q.QGDP00020000","Growth Rate Agriculture Sector","30-Sep-2016","1.95","Percent","Normal",""
